name,tag_type,source
Milk Colony,place:neighbourhood,osm
Ramanjaneya Layout,place:locality,osm
Vishwanath Nagenahalli,place:quarter,osm
Geddalahalli,place:neighbourhood,osm
Singasandra,place:quarter,osm
Haralur,place:suburb,osm
Hongasandra,place:quarter,osm
Banashankari 6th Stage,place:suburb,osm
Subramanyapura,place:quarter,osm
Arkavathy Layout 20th Block,place:neighbourhood,osm
Arkavathy Layout 19th Block,place:neighbourhood,osm
Venkateshapura,place:neighbourhood,osm
Byrathikhane,place:neighbourhood,osm
Pillana Garden,place:neighbourhood,osm
New Bagalur Layout,place:neighbourhood,osm
Arkavathy Layout 9th Block,place:locality,osm
Arkavathy Layout 16th Block,place:neighbourhood,osm
Arkavathy Layout 18th Block,place:neighbourhood,osm
Arkavathy Layout 11th Block,place:locality,osm
Arkavathy Layout 8th Block,place:locality,osm
Arkavathy Layout 4th Block,place:neighbourhood,osm
Arkavathy Layout 22nd Block,place:locality,osm
Arkavathy Layout 8th Block,place:neighbourhood,osm
Srinivasapura,place:neighbourhood,osm
Channasandra,place:neighbourhood,osm
Kumara Park West,place:neighbourhood,osm
Kumara Park East,place:neighbourhood,osm
Vidyamanyanagar,place:quarter,osm
Lingadeeranahalli,place:quarter,osm
Chandana Layout,place:neighbourhood,osm
Syndicate Bank Layout,place:neighbourhood,osm
Vigneshwara Nagara,place:neighbourhood,osm
Madeshwara Nagara,place:neighbourhood,osm
Prasanna Layout,place:neighbourhood,osm
Hosahalli Golarapalya,place:neighbourhood,osm
Bharathnagar,place:quarter,osm
Hegganahalli,place:quarter,osm
Kareemsab Nagar,place:neighbourhood,osm
Jogappa Layout,place:neighbourhood,osm
Gandhi Bazaar,place:neighbourhood,osm
Maruthi Seva Nagar,place:neighbourhood,osm
Vivekananda Nagar,place:neighbourhood,osm
Doddigunta,place:neighbourhood,osm
Heerachand Layout,place:neighbourhood,osm
Income Tax Layout,place:neighbourhood,osm
Krishnaiahnapalya,place:neighbourhood,osm
Old Baiyappanahalli,place:neighbourhood,osm
Jeevanahalli,place:neighbourhood,osm
Kathalipalya,place:neighbourhood,osm
Jakkasandra Block,place:neighbourhood,osm
Sidhartha Colony,place:neighbourhood,osm
RV Layout,place:neighbourhood,osm
D'Souza Layout,place:neighbourhood,osm
ITI Colony,place:neighbourhood,osm
Kuvempu Nagar 1st Stage,place:neighbourhood,osm
Doddabettahalli,place:neighbourhood,osm
Kuvempu Nagar 2nd Stage,place:neighbourhood,osm
Kanshiram Nagar,place:neighbourhood,osm
Adithyanagara,place:neighbourhood,osm
Vinayaka Nagara,place:neighbourhood,osm
Prakash Nagar,place:neighbourhood,osm
Mount Joy,place:neighbourhood,osm
Lottegollahalli,place:neighbourhood,osm
Venkatala,place:neighbourhood,osm
Yellukunte,place:neighbourhood,osm
Siddhartha Nagar,place:neighbourhood,osm
Gowtham Colony,place:neighbourhood,osm
Royal Placid Layout,place:neighbourhood,osm
Gollarahatti,place:quarter,osm
Bhoganahalli,place:neighbourhood,osm
Munniswamy Garden,place:neighbourhood,osm
Virannapalya,place:neighbourhood,osm
Judicial Officer's Layout,place:neighbourhood,osm
Ramakrishna Layout,place:neighbourhood,osm
Indira Gandhi Colony,place:neighbourhood,osm
BDA Jnanabharathi Residential Enclave,place:neighbourhood,osm
Vijayashree Layout,place:neighbourhood,osm
Krishnappa Layout,place:neighbourhood,osm
Veerabhadra Nagara,place:neighbourhood,osm
Ashokapuram,place:neighbourhood,osm
Shankar Nagar,place:neighbourhood,osm
Ramaswamypalya,place:neighbourhood,osm
Swimming Pool Extension,place:neighbourhood,osm
Valluvarpuram,place:neighbourhood,osm
Shakambari Nagar,place:neighbourhood,osm
M Nanjappa Layout,place:neighbourhood,osm
Kuvempu Nagar,place:neighbourhood,osm
JP Nagar 9th Phase,place:neighbourhood,osm
BOOHBCS Layout,place:neighbourhood,osm
Narayana Nagara,place:neighbourhood,osm
PNB Layout,place:neighbourhood,osm
MKS Layout,place:neighbourhood,osm
Byrathi Bande,place:quarter,osm
Parangipalya,place:neighbourhood,osm
Mariappanapalya,place:neighbourhood,osm
Isaac Layout,place:neighbourhood,osm
Kenchenahalli,place:neighbourhood,osm
Surabhi Layout,place:neighbourhood,osm
GKVK Layout,place:neighbourhood,osm
Silver Springs Layout,place:neighbourhood,osm
Arkavathy Layout 6th Block,place:neighbourhood,osm
Ramiah Reddy Layout,place:neighbourhood,osm
Hoody Garden,place:neighbourhood,osm
Basappa Garden,place:neighbourhood,osm
Kempapura,place:neighbourhood,osm
Adarsh Nagar,place:neighbourhood,osm
Kaveri Nagar,place:neighbourhood,osm
Gruhalaxmi Layout,place:neighbourhood,osm
Rashad Nagar,place:neighbourhood,osm
Munirangappa Layout,place:neighbourhood,osm
Modi Garden,place:neighbourhood,osm
Periyar Nagar,place:neighbourhood,osm
Sagayapura,place:neighbourhood,osm
Shankarapuram,place:neighbourhood,osm
Srigandhakavalu,place:quarter,osm
Saraipalya,place:neighbourhood,osm
Rehamathnagara,place:neighbourhood,osm
Vinayaka Nagar,place:neighbourhood,osm
Sharada Colony,place:neighbourhood,osm
NGOs Colony,place:neighbourhood,osm
Kirloskar Colony,place:neighbourhood,osm
Vrishabha Nagar,place:neighbourhood,osm
Meenakshi Nagar,place:neighbourhood,osm
Syndicate Bank Colony,place:neighbourhood,osm
Prem Nagar,place:neighbourhood,osm
Shakthi Ganapathi Nagar,place:neighbourhood,osm
Annapoorneshwari Nagara,place:neighbourhood,osm
Devarabeesanahalli,place:quarter,osm
KSRTC Layout,place:neighbourhood,osm
BHBCS Layout,place:neighbourhood,osm
Sarakki,place:neighbourhood,osm
Mathru Layout,place:neighbourhood,osm
BEL Layout,place:quarter,osm
LIG 3rd Stage,place:neighbourhood,osm
Ashraya Layout,place:neighbourhood,osm
AKG Colony,place:neighbourhood,osm
VS Reddy Colony,place:neighbourhood,osm
Seegehalli,place:village,osm
Kaikondrahalli,place:quarter,osm
N Thyagaraju Layout,place:neighbourhood,osm
Sector 5,place:quarter,osm
Further Extension,place:neighbourhood,osm
6th Block,place:neighbourhood,osm
5th Block,place:neighbourhood,osm
4th Block,place:neighbourhood,osm
3rd Block,place:neighbourhood,osm
Anand Nagar Colony,place:neighbourhood,osm
JP Nagar 4th Phase,place:quarter,osm
HRBR Layout 1st Block,place:quarter,osm
HBR Layout 3rd Block,place:quarter,osm
HBR Layout 4th Block,place:quarter,osm
D'Costa Square,place:neighbourhood,osm
Balaji Layout,place:neighbourhood,osm
Lazar Layout,place:neighbourhood,osm
Chinnappa Garden,place:neighbourhood,osm
Munireddypalya,place:quarter,osm
SK Garden,place:neighbourhood,osm
Marappa Garden,place:neighbourhood,osm
Anjanappa Garden,place:neighbourhood,osm
Anchappa Garden,place:neighbourhood,osm
Upper Palace Orchard,place:neighbourhood,osm
Rajajinagar 4M Block,place:neighbourhood,osm
Dinnur,place:neighbourhood,osm
Jayanagar 3 East Block,place:quarter,osm
Jayanagar 1st Block,place:quarter,osm
Jayanagar 2nd Block,place:quarter,osm
Hosakerehalli Layout,place:neighbourhood,osm
Chikkabellanduru,place:quarter,osm
MCHS Colony,place:neighbourhood,osm
OMBR Layout,place:neighbourhood,osm
Madeena Nagar,place:neighbourhood,osm
Dwaraka Nagar,place:neighbourhood,osm
Bangarappa Nagar,place:neighbourhood,osm
RHB Colony,place:neighbourhood,osm
Fatima Layout,place:neighbourhood,osm
Ilyas Nagar,place:neighbourhood,osm
Pillaganahlli,place:neighbourhood,osm
JHBCS Layout,place:neighbourhood,osm
Kumaraswamy Layout 1st Stage,place:neighbourhood,osm
Kumaraswamy Layout 2nd Stage,place:neighbourhood,osm
Vikram Nagar,place:neighbourhood,osm
Chandra Nagar,place:neighbourhood,osm
Bendre Nagar,place:neighbourhood,osm
Minaz Nagara,place:neighbourhood,osm
Shamanna Reddy Layout,place:neighbourhood,osm
Yashoda Nagar,place:neighbourhood,osm
Kogilu,place:quarter,osm
MLA Layout,place:neighbourhood,osm
Hypons Hotel,place:Bengaluru,osm
Subramanya Nagar 2nd Stage,place:neighbourhood,osm
Prakruthi Nagar,place:neighbourhood,osm
Harohalli,place:hamlet,osm
Pramodha Layout,place:neighbourhood,osm
Chikkabommasandra,place:neighbourhood,osm
Doctors Layout,place:neighbourhood,osm
Sir M. Visvesvaraya Layout,place:neighbourhood,osm
TC Palya,place:suburb,osm
Karthik Nagar,place:quarter,osm
Royal Residency Layout,place:neighbourhood,osm
Tunga Nagar,place:neighbourhood,osm
SHBCS Layout,place:neighbourhood,osm
JK Pura,place:neighbourhood,osm
Achaiah Chetty Layout,place:neighbourhood,osm
Rajajinagara 1st N Block,place:neighbourhood,osm
Srikantan Layout,place:neighbourhood,osm
Gorkamantapalya,place:neighbourhood,osm
Nagavarapalaya,place:neighbourhood,osm
Byrasandra,place:neighbourhood,osm
Kankanpalya,place:neighbourhood,osm
Chinnayanapalya,place:neighbourhood,osm
Pudupadacheri,place:neighbourhood,osm
D'Souza Nagar,place:neighbourhood,osm
Abbaiah Reddy Layout,place:neighbourhood,osm
Krishnappa Garden,place:neighbourhood,osm
Geleyara Balaga Layout,place:neighbourhood,osm
Soundarya Layout,place:neighbourhood,osm
Muniswamappa Layout,place:neighbourhood,osm
Defence Layout,place:neighbourhood,osm
LRDE Layout,place:neighbourhood,osm
Alfa Gardens,place:neighbourhood,osm
MSR Layout,place:neighbourhood,osm
Nelagedaranahalli,place:neighbourhood,osm
Hanuman Nagar,place:neighbourhood,osm
Junnasandra,place:neighbourhood,osm
Thimanahalli,place:neighbourhood,osm
Arkavathy Layout 17th Block,place:neighbourhood,osm
Arkavathy Layout 5th Block,place:neighbourhood,osm
Arkavathy Layout 11th Block,place:neighbourhood,osm
Ferrar Nagar,place:neighbourhood,osm
GarvebhaviPalya,place:neighbourhood,osm
Papaiah Layout,place:neighbourhood,osm
Hennur,place:suburb,osm
Ganigarapalya,place:neighbourhood,osm
Jai Bheema Nagar,place:neighbourhood,osm
Vasanthapura,place:neighbourhood,osm
Geetha Colony,place:neighbourhood,osm
Telecom Layout 10th Block,place:neighbourhood,osm
Chikka Kammanahalli,place:neighbourhood,osm
IDBI Layout,place:neighbourhood,osm
Kalena Agrahara,place:neighbourhood,osm
Dodda Kammanahalli,place:neighbourhood,osm
BHCS Layout,place:neighbourhood,osm
KFSC Layout,place:neighbourhood,osm
CQAL Layout,place:neighbourhood,osm
B Channasandra,place:neighbourhood,osm
Chikka Banasawadi,place:neighbourhood,osm
Subbayanapalya,place:neighbourhood,osm
Saitpalya,place:neighbourhood,osm
Kariyannanapalya,place:neighbourhood,osm
Kasturi Nagar 2nd Stage,place:neighbourhood,osm
Jai Jawan Nagar,place:neighbourhood,osm
RMS Colony,place:neighbourhood,osm
Gurudarshan Layout,place:neighbourhood,osm
Chamundeshwari Layout,place:neighbourhood,osm
Vaishnavi Layout,place:neighbourhood,osm
AMS Layout,place:neighbourhood,osm
Narasipura Layout,place:neighbourhood,osm
HMT Colony,place:neighbourhood,osm
Nagasandra,place:suburb,osm
Banashankari,place:suburb,osm
Byraveshwara Nagara,place:neighbourhood,osm
Venugopala Nagara,place:neighbourhood,osm
Chinnanna Layout,place:neighbourhood,osm
Cholanayakanahalli,place:neighbourhood,osm
RBI Colony,place:neighbourhood,osm
Krishnappa Block,place:neighbourhood,osm
Dollar Scheme Colony,place:neighbourhood,osm
Sri Sai Layout,place:neighbourhood,osm
Chamundi Nagara,place:neighbourhood,osm
Rahat Bagh,place:neighbourhood,osm
Nehru Nagar,place:neighbourhood,osm
Jogi Colony,place:neighbourhood,osm
Channama Layout,place:neighbourhood,osm
Sarovara Layout,place:neighbourhood,osm
Bestcounty2,place:neighbourhood,osm
MCHS Layout,place:neighbourhood,osm
Ramaswami Layout,place:neighbourhood,osm
MSR Green Layout,place:housing_society,osm
Maruthi Layout,place:neighbourhood,osm
KPC Layout,place:neighbourhood,osm
Muneshwara Layout,place:neighbourhood,osm
Anjanapura 10th Block,place:neighbourhood,osm
Anjanapura 9th Block,place:neighbourhood,osm
Anjanapura 8th Block,place:neighbourhood,osm
Anjanapura 7th Block,place:neighbourhood,osm
Anjanapura 6th Block,place:neighbourhood,osm
Anjanapura 3rd Block,place:neighbourhood,osm
Anjanapura 5th Block,place:neighbourhood,osm
Anjanapura 4th Block,place:neighbourhood,osm
Anjanapura 2nd Block,place:neighbourhood,osm
Anjanapura 1st Block,place:neighbourhood,osm
Syed Block,place:neighbourhood,osm
Gandhi Circle,place:neighbourhood,osm
Palanahalli,place:neighbourhood,osm
Talacauvery Layout,place:neighbourhood,osm
Kasavanahalli,place:suburb,osm
Tirumala Nagar,place:neighbourhood,osm
Srinivas Nagar,place:neighbourhood,osm
Panathur Dinne,place:neighbourhood,osm
GJM Sai Garden Layout,place:neighbourhood,osm
Maruthi House Building Co-operative Society Layout,place:neighbourhood,osm
Bhimajyothi LIC HBCS Layout,place:neighbourhood,osm
Waseem Layout,place:neighbourhood,osm
Fakir Colony,place:neighbourhood,osm
Ambedkar Colony,place:neighbourhood,osm
Wasa Layout,place:neighbourhood,osm
Chettupalya,place:neighbourhood,osm
Brooke Bond,place:neighbourhood,osm
Pai Layout,place:neighbourhood,osm
Gangappa Layout,place:neighbourhood,osm
Vasanthappa Block,place:neighbourhood,osm
Green Leaf Layout,place:neighbourhood,osm
Chandra Reddy Layout,place:neighbourhood,osm
Kumara Krupa Road,highway:tertiary,osm
8th Main Road,highway:secondary,osm
3rd Main Road,highway:residential,osm
80 Feet Road,highway:secondary,osm
3rd Cross Road,highway:residential,osm
2nd Main Road,highway:residential,osm
Victoria Road,highway:primary,osm
Lalbagh Road,highway:primary,osm
Kengeri Main Road,highway:primary,osm
Mallathahalli Road,highway:secondary,osm
Domlur Flyover,highway:primary,osm
Kengal Hanumanthaiah Road,highway:primary,osm
Vanivilas Road,highway:secondary,osm
Dairy Circle Underpass,highway:secondary,osm
Yelahanka Road,highway:primary,osm
Kasturba Road,highway:primary,osm
Devarachikkanahalli Road,highway:secondary,osm
Berlie Street,highway:residential,osm
Hulimavu Lake Road,highway:secondary,osm
Olleff Road,highway:residential,osm
Setlur Street,highway:residential,osm
Hulimavu Main Road,highway:tertiary,osm
Bannerghatta Road,highway:primary,osm
Outer Ring Road,highway:trunk,osm
Wind Tunnel Road,highway:tertiary,osm
Hosur Road Cross,highway:residential,osm
Eagles Street,highway:residential,osm
Moyenville Road,highway:residential,osm
1st Main Road,highway:residential,osm
Langford Road,highway:tertiary,osm
O'Shaungnessy Road,highway:residential,osm
Rhenius Street,highway:tertiary,osm
Berlie Street Cross,highway:tertiary,osm
Convent Road,highway:tertiary,osm
Alexandra Street,highway:residential,osm
Kingston Road,highway:residential,osm
Brigade Road,highway:secondary,osm
Brigade Road,highway:secondary_link,osm
1st Cross Road,highway:residential,osm
Museum Road,highway:secondary,osm
Museum Cross Road,highway:unclassified,osm
Saint Mark's Road,highway:tertiary,osm
State Bank Road,highway:tertiary,osm
Vittal Mallya Road,highway:tertiary,osm
M L Subbaraju Road,highway:residential,osm
Cornwell Cross Road,highway:residential,osm
Serpentine Street,highway:residential,osm
Wellington Street,highway:residential,osm
Dairy Circle Flyover,highway:primary,osm
JC Road,highway:primary,osm
Walker Lane,highway:residential,osm
Laurel Lane,highway:residential,osm
Prime Street,highway:residential,osm
5th Main Road,highway:residential,osm
11th Cross Road,highway:residential,osm
Mysore Road,highway:trunk,osm
"30th Main road, Banashankari 2nd Stage",highway:secondary,osm
60 Feet Road,highway:residential,osm
Jawaharlal Nehru Road,highway:tertiary,osm
1st A Main Road,highway:residential,osm
Rashtriya Vidyalaya Road,highway:secondary,osm
18th Cross Road,highway:tertiary,osm
19th Main Road,highway:residential,osm
15th Cross Road,highway:residential,osm
9th Main Road,highway:residential,osm
H Road,highway:residential,osm
Pattanagere Main Road,highway:tertiary,osm
Omkara Road,highway:tertiary,osm
10th Cross Road,highway:residential,osm
4th Main Road,highway:residential,osm
Mount Joy Road,highway:secondary,osm
Kathriguppe Main Road,highway:secondary,osm
4th Cross Road,highway:residential,osm
6th Main Road,highway:residential,osm
5th Cross Road,highway:residential,osm
Vidya Peetha Main Road,highway:tertiary,osm
8th Main Road,highway:tertiary,osm
Hanumantha Nagar Main Road / 50 Feet Road,highway:secondary,osm
Vivekananda Park Road,highway:tertiary,osm
10th Main Road,highway:tertiary,osm
13th Main Road,highway:tertiary,osm
24th Cross Road,highway:tertiary,osm
9th Main Road,highway:secondary,osm
27th Cross Road,highway:secondary,osm
Gangamma Temple Street,highway:residential,osm
Vidya Peetha Road,highway:tertiary,osm
18th Main Road,highway:residential,osm
11th Cross Road,highway:tertiary,osm
9th Cross Road,highway:residential,osm
1st Main Road,highway:tertiary,osm
32nd Cross Road,highway:tertiary,osm
Aurobindo Marg,highway:tertiary,osm
27th Cross Road,highway:tertiary,osm
5th Main Road,highway:tertiary,osm
26th Main Road,highway:residential,osm
22nd Main Road,highway:residential,osm
16th Main Road,highway:tertiary,osm
7th Main Road,highway:residential,osm
4th Cross Road,highway:secondary,osm
3rd Cross Road,highway:secondary,osm
1st Cross Road,highway:tertiary,osm
Aluri Venkata Rao Road,highway:secondary,osm
5th Main Road,highway:primary,osm
Queen's Road,highway:primary,osm
Millers Road,highway:tertiary,osm
Venkataswamy Naidu Road,highway:tertiary,osm
Hazrat Kambal Posh Road,highway:tertiary,osm
Saunders Road,highway:tertiary,osm
Nandi Durga Road,highway:secondary,osm
Bala Gangadhara Swamy Flyover,highway:trunk,osm
Hosahalli Main Road,highway:tertiary,osm
8th Cross Road,highway:residential,osm
9th Cross Road,highway:primary,osm
6th Cross Road,highway:residential,osm
Devanathachar Street,highway:residential,osm
H N Nanjegowda Road,highway:tertiary,osm
Old Market Street,highway:residential,osm
Kavi Lakshmisha Road,highway:tertiary,osm
Diagonal Road,highway:tertiary,osm
Arumugam Mudaliar Road,highway:tertiary,osm
Mariswamy Mutt Road,highway:tertiary,osm
E Street,highway:tertiary,osm
Pehalwan Krishnappa Road,highway:secondary,osm
Kempegowda Road,highway:primary,osm
Dr. Vishnuvardhan Road,highway:secondary,osm
Siddaiah Road,highway:secondary,osm
7th Cross Road,highway:residential,osm
14th Cross Road,highway:residential,osm
1st Cross Street,highway:residential,osm
10th C Main Road,highway:residential,osm
National High School Road,highway:residential,osm
Old Sunkal Road,highway:residential,osm
Kumbaragundi Road,highway:tertiary,osm
Lalbagh Cross Road,highway:residential,osm
2nd Cross Road,highway:residential,osm
New Bamboo Bazaar Road,highway:tertiary,osm
Usman Khan Road,highway:residential,osm
NR Road,highway:primary,osm
Malvalli Tank Bund Road,highway:tertiary,osm
Rama Iyengar Road,highway:residential,osm
Middle School Road,highway:residential,osm
East Circle Road,highway:residential,osm
Shradananda Bhavan Cross Road,highway:residential,osm
Maharashtra Mahila Vidyalaya Road,highway:residential,osm
Jain Temple Road,highway:residential,osm
Dispensary Road,highway:residential,osm
Model House Street,highway:residential,osm
3rd Main Road,highway:tertiary,osm
4th Main Road,highway:tertiary,osm
9th Cross Road,highway:tertiary,osm
Sreram Mandir Road,highway:residential,osm
Govindappa Road,highway:residential,osm
Krishna Rao Road,highway:tertiary,osm
Sri Rama Mandir Road,highway:residential,osm
Ranoji Rao Cross Road,highway:residential,osm
Kenmore Road,highway:residential,osm
RV Cross Road,highway:residential,osm
Masjid Road,highway:secondary,osm
Old Veterinary Hospital Road,highway:tertiary,osm
Puttana Road,highway:residential,osm
Ratna Vilas Road,highway:residential,osm
Mallikarjuna Swamy Temple Road,highway:residential,osm
Anjaheya Temple Street,highway:residential,osm
Police Station Road,highway:residential,osm
Patalamma Road,highway:residential,osm
4th Street Model House Block,highway:residential,osm
Shop Street,highway:residential,osm
Ganesha Temple Road,highway:residential,osm
Sir M Vishveshwaraya Road,highway:tertiary,osm
Surveyors Street,highway:residential,osm
Vasavi Vidyaniketan Road,highway:residential,osm
Gandhi Bazaar Main Road,highway:tertiary,osm
Conservancy Lane,highway:residential,osm
North Anjaneya Temple Street,highway:tertiary,osm
